draw_id,draw_time,hour,number_1,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,number_10,number_11,number_12,number_13,number_14,number_15,number_16,number_17,number_18,number_19,number_20
1106359,1970-01-01 00:28:41.087100,0,68,15,26,7,53,21,79,39,17,10,32,61,44,80,31,19,66,76,23,11
1106358,1970-01-01 00:28:41.086800,0,47,46,11,36,34,31,74,24,18,76,66,79,49,32,48,3,61,75,6,37
1106357,1970-01-01 00:28:41.086500,0,2,13,78,38,45,73,30,56,43,21,25,16,18,1,41,71,20,12,49,7
1106356,1970-01-01 00:28:41.086200,0,31,77,44,16,46,24,9,3,19,76,38,30,8,54,39,35,27,51,55,15
1106355,1970-01-01 00:28:41.085900,0,60,68,34,38,41,56,65,17,24,71,69,35,9,55,79,59,10,25,52,2
1106354,1970-01-01 00:28:41.085600,0,54,10,29,13,37,77,16,61,38,53,64,4,49,24,12,26,58,3,78,2
1106353,1970-01-01 00:28:41.085300,0,76,13,64,32,5,10,72,41,34,16,48,4,22,3,80,74,14,57,6,8
1106352,1970-01-01 00:28:41.085000,0,25,67,73,29,6,36,52,49,12,66,54,5,63,30,17,77,71,2,41,57
1106649,1970-01-01 00:28:41.174100,0,57,27,75,35,36,60,45,22,13,41,24,46,5,34,66,56,54,21,61,30
1106648,1970-01-01 00:28:41.173800,0,65,39,13,44,36,35,33,2,8,25,7,75,9,79,28,16,1,18,4,30
1106647,1970-01-01 00:28:41.173500,0,67,11,73,43,76,30,29,79,28,4,16,45,69,7,23,26,40,17,75,60
1106646,1970-01-01 00:28:41.173200,0,5,55,62,69,37,39,6,46,38,73,58,34,28,41,32,51,57,25,68,47
1106645,1970-01-01 00:28:41.172900,0,33,41,27,70,73,24,75,66,48,52,44,72,54,14,79,25,15,29,67,17
1106644,1970-01-01 00:28:41.172600,0,31,2,7,47,79,66,49,35,46,10,45,16,59,4,57,77,29,18,3,61
1106643,1970-01-01 00:28:41.172300,0,80,1,45,39,73,68,23,55,20,46,4,15,60,69,62,27,52,34,51,18
1106642,1970-01-01 00:28:41.172000,0,75,76,12,74,44,41,28,31,47,30,18,8,15,72,25,80,45,58,66,69
1106641,1970-01-01 00:28:41.171700,0,51,7,14,25,79,9,31,19,17,34,16,23,6,21,8,39,37,46,13,52
1106640,1970-01-01 00:28:41.171400,0,52,31,55,12,5,68,2,67,50,40,57,58,26,75,53,18,13,44,48,47
1106937,1970-01-01 00:28:41.260500,0,77,36,18,7,58,29,62,65,15,35,16,11,6,76,20,51,14,63,57,80
1106936,1970-01-01 00:28:41.260200,0,32,76,34,72,16,2,11,13,77,7,22,57,44,75,58,21,12,80,1,65
1106935,1970-01-01 00:28:41.259900,0,7,10,18,16,47,32,21,54,29,24,5,74,35,66,42,33,9,43,70,60
1106934,1970-01-01 00:28:41.259600,0,61,47,40,39,22,16,73,41,51,27,59,23,49,52,19,43,67,30,5,77
1106933,1970-01-01 00:28:41.259300,0,67,74,27,80,11,45,38,7,2,54,5,59,9,30,62,73,23,64,24,29
1106932,1970-01-01 00:28:41.259000,0,68,39,75,29,72,4,51,63,1,77,25,9,65,30,33,27,48,73,8,18
1106931,1970-01-01 00:28:41.258700,0,75,68,43,70,48,76,3,37,16,80,20,11,23,51,74,44,10,38,28,13
1106930,1970-01-01 00:28:41.258400,0,67,79,9,32,30,45,68,4,52,64,15,40,29,13,62,44,25,78,77,26
1106929,1970-01-01 00:28:41.258100,0,10,15,78,35,80,17,21,38,11,14,56,26,43,34,73,60,37,70,61,57
1106928,1970-01-01 00:28:41.257800,0,69,63,46,53,16,10,64,26,79,3,14,25,65,59,50,47,11,73,19,80
1107225,1970-01-01 00:28:41.346900,0,57,22,28,25,55,26,56,42,24,50,77,75,43,41,13,18,6,16,48,54
1107224,1970-01-01 00:28:41.346600,0,16,68,20,31,11,23,64,38,48,55,75,76,12,26,46,72,7,22,9,25
1107223,1970-01-01 00:28:41.346300,0,77,61,42,37,56,73,45,25,31,62,51,10,60,7,41,29,20,34,4,72
1107222,1970-01-01 00:28:41.346000,0,8,62,71,4,80,73,76,15,13,63,44,68,30,17,22,23,5,48,7,78
1107221,1970-01-01 00:28:41.345700,0,2,62,58,66,68,8,24,29,73,14,44,15,48,76,25,35,1,46,18,21
1107220,1970-01-01 00:28:41.345400,0,47,75,64,79,13,29,48,11,7,54,80,31,61,70,27,30,46,60,12,14
1107219,1970-01-01 00:28:41.345100,0,77,6,25,9,16,48,59,47,74,23,49,51,24,18,27,8,54,10,14,70
1107218,1970-01-01 00:28:41.344800,0,69,16,38,3,30,71,37,17,46,51,13,23,26,68,70,7,62,32,19,39
1107217,1970-01-01 00:28:41.344500,0,17,22,15,55,72,42,51,75,37,9,67,8,41,45,19,10,73,63,11,33
1107216,1970-01-01 00:28:41.344200,0,24,15,55,2,59,31,7,38,80,65,19,6,54,1,4,11,5,79,37,9
1107513,1970-01-01 00:28:41.433300,0,1,25,67,3,43,62,66,29,35,26,17,54,46,8,45,41,13,2,40,9
1107512,1970-01-01 00:28:41.433000,0,21,68,19,65,16,23,78,55,17,27,36,20,33,10,57,35,70,59,71,60
1107511,1970-01-01 00:28:41.432700,0,59,13,18,4,62,76,78,36,55,71,68,32,10,73,14,27,22,43,47,64
1107510,1970-01-01 00:28:41.432400,0,74,49,69,10,47,21,14,46,75,57,45,31,24,65,76,50,11,33,67,73
1107509,1970-01-01 00:28:41.432100,0,19,76,34,41,66,35,56,39,26,67,61,64,37,53,42,49,40,74,78,43
1107508,1970-01-01 00:28:41.431800,0,42,11,56,68,64,79,71,65,29,13,7,23,46,77,4,33,27,30,3,5
1107507,1970-01-01 00:28:41.431500,0,63,12,30,67,59,53,40,45,5,71,73,14,70,33,60,10,66,3,47,32
1107506,1970-01-01 00:28:41.431200,0,31,21,52,32,8,51,10,2,25,19,23,78,18,80,35,22,50,7,4,56
1107505,1970-01-01 00:28:41.430900,0,2,47,29,15,65,64,4,61,51,49,31,71,35,67,32,19,7,72,58,39
1107504,1970-01-01 00:28:41.430600,0,25,29,66,48,56,75,67,8,45,27,28,62,24,40,20,44,51,58,74,71
1107801,1970-01-01 00:28:41.519700,0,51,61,49,17,9,13,68,7,34,76,30,38,28,74,31,36,79,69,19,14
1107800,1970-01-01 00:28:41.519400,0,11,53,3,78,41,26,70,50,42,66,45,30,44,79,49,10,73,5,19,8
1107799,1970-01-01 00:28:41.519100,0,77,23,63,54,74,66,40,46,80,78,21,16,67,49,2,1,3,71,27,50
1107798,1970-01-01 00:28:41.518800,0,37,4,13,66,12,3,15,33,2,55,45,48,29,32,68,60,78,47,22,58
1107797,1970-01-01 00:28:41.518500,0,7,59,80,57,11,21,67,25,18,49,4,75,48,55,46,76,38,41,9,8
1107796,1970-01-01 00:28:41.518200,0,29,14,47,7,78,79,67,13,71,19,60,37,32,50,70,3,12,2,8,5
1107795,1970-01-01 00:28:41.517900,0,18,80,74,76,78,20,27,37,31,38,54,16,68,69,34,51,25,71,59,14
1107794,1970-01-01 00:28:41.517600,0,40,49,27,19,21,29,3,8,33,9,58,36,1,78,43,45,67,74,63,76
1107793,1970-01-01 00:28:41.517300,0,15,53,38,68,50,58,74,79,51,65,32,44,77,9,31,16,76,49,11,3
1107792,1970-01-01 00:28:41.517000,0,4,1,39,78,17,35,13,71,29,22,2,58,27,69,50,5,68,14,80,34
